species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Lalage melaschistos,0,3,0,22.6430071667,114.3874928167,"Pingshan, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/182703112/medium.jpg
Ixos mcclellandii,0,3,0,22.63996415,114.3818437833,"Pingshan, Shenzhen, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/404015854/medium.jpg
Anas crecca,2024,3,6,22.45352,114.0477971667,"Nam Sang Wai Rd, Yuen Long, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Gracupica nigricollis,2024,3,6,22.4570966667,114.0463638333,"Nam Sang Wai Rd, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Ardea cinerea,2024,3,6,22.453425,114.0477611667,"Nam Sang Wai Rd, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Platalea minor,0,3,0,22.5792320498,113.8785525459,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/365947667/medium.jpg
Himantopus himantopus,0,3,0,22.5229321399,113.9997540845,中国广东省深圳市福田区红树林海滨生态公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Phalacrocorax carbo,2026,3,11,22.4942333333,114.0467221667,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Pterorhinus perspicillatus,2026,3,27,22.679425,114.2017666667,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Pterorhinus perspicillatus,2026,3,27,22.6794533333,114.201745,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Spilopelia chinensis,2026,3,28,22.681775,114.2002116667,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Plegadis falcinellus,2026,3,0,22.4905297468,114.0343133393,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/29367762/medium.jpg
Eudynamys scolopaceus,2026,3,29,22.522047096,113.9980569396,"Binhe Avenue (Shenzhen Bay Park Subway Station Entrance & Exit D2 Pedestrian 60 Meters), Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/360494940/medium.jpeg
Ardeola bacchus,2026,3,29,22.520143284,113.9918235626,"Shenzhenwan Binhai Greenway, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Gracupica nigricollis,2026,3,0,22.720346904,114.2927707168,"Baolong Residential District Longdong Community Yuxian Road 8th Alley No.2, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Pycnonotus jocosus,2026,3,0,22.7140862316,114.2895637069,"Datian Shiju A104, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Mareca penelope,2026,3,29,22.5209241731,113.9956163875,"Shenzhenwan Binhai Greenway, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/111649507/medium.jpeg
Pluvialis fulva,2026,3,0,22.5123462524,113.9506579923,"Shahe West Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262432635/medium.jpg
Cacomantis merulinus,0,3,0,22.5215318344,114.097074948,香港禁區,research,iNaturalist,https://static.inaturalist.org/photos/509093541/medium.jpg
Motacilla alba,0,3,0,22.4766262,114.2193784,"Tai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Motacilla alba,2026,3,26,22.4711116667,114.1956466667,"Main Spine Rd, Ting Kok, Tai Po, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Motacilla alba,2026,3,26,22.4711333333,114.1956783333,"Main Spine Rd, Ting Kok, Tai Po, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Anthus cervinus,2026,3,22,22.5048182853,114.1186654308,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Motacilla tschutschensis,2026,3,22,22.5047235875,114.1189957607,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Anthus cervinus,2026,3,22,22.5042198823,114.1183272365,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Rostratula benghalensis,2026,3,22,22.5050460558,114.1191013368,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/7698682/medium.jpg
Tringa stagnatilis,2026,3,22,22.5045552099,114.1189579962,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/337986353/medium.jpg
Spatula querquedula,2026,3,22,22.5044682756,114.1191597479,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/188324274/medium.jpg
Prinia inornata,2026,3,22,22.5048483817,114.1194874237,"Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Himantopus himantopus,2026,3,22,22.5059665807,114.118671289,"Sheung Shui, Hong Kong, Hong Kong SAR, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Cyornis unicolor,2026,3,30,22.5463008765,114.0181015649,,research,iNaturalist,https://static.inaturalist.org/photos/170724444/medium.jpeg
Pycnonotus jocosus,2026,3,29,22.5936917505,114.145483333,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Tringa glareola,0,3,0,22.5076527778,114.1124638889,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Ardea intermedia,0,3,0,22.5077116667,114.112505,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Gallicrex cinerea,2026,3,28,22.5832975158,114.1636701314,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/1513781/medium.jpg
Spatula querquedula,2026,3,28,22.511545142,114.1015754275,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/188324274/medium.jpg
Anas crecca,2026,3,28,22.5529250465,114.1201956368,,research,iNaturalist,https://static.inaturalist.org/photos/112626129/medium.jpg
Tringa nebularia,2026,3,28,22.5336082091,114.0012586863,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Himantopus himantopus,2026,3,28,22.5069265114,114.0307414712,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Milvus migrans,0,3,0,22.4746046559,114.1826634948,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Dendrocitta formosae,0,3,0,22.4799467249,114.1824060027,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/2879781/medium.jpg
Muscicapa dauurica,0,3,0,22.4810343034,114.1827796403,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/2741350/medium.jpg
Pericrocotus speciosus,0,3,0,22.490364888,114.1815116401,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/470732717/medium.jpg
Ixos mcclellandii,0,3,0,22.4939123956,114.1812677628,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/404015854/medium.jpg
Aquila fasciata,0,3,0,22.4943923034,114.1815815813,"Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/6974428/medium.jpg
Centropus bengalensis,0,3,0,22.5009290917,114.1785493185,鶴藪,research,iNaturalist,https://static.inaturalist.org/photos/163066581/medium.jpeg
Botaurus sinensis,2026,3,29,22.4963487639,114.1594052569,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/32277964/medium.jpg
Emberiza fucata,2026,3,0,22.5085347654,114.1126591079,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/202658206/medium.jpg
Prinia flaviventris,2026,3,0,22.5089413131,114.1131469328,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/293220944/medium.jpg
Mareca falcata,2026,4,6,22.5585539963,114.0712442476,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/398667780/medium.jpeg
Streptopelia decaocto,0,4,0,22.4724049833,114.0413683333,"Yuen Long, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/61919353/medium.jpeg
Picumnus innominatus,2025,4,17,22.5368047739,114.0447440337,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/35540695/medium.jpg
Cecropis daurica,0,4,0,22.4793841005,114.0349882305,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194352839/medium.jpg
Leiothrix lutea,2026,4,26,22.4537616667,114.1623611667,"Tai Po Tau Rd, Tai Wo, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/28061161/medium.jpg
Himantopus himantopus,2025,4,26,22.508795273,114.1129769012,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Gallinula chloropus,2025,4,26,22.508795273,114.1129769012,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Hirundo rustica,2025,4,26,22.508795273,114.1129769012,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Ardea intermedia,2025,4,26,22.508795273,114.1129769012,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Pitta nympha,2026,4,30,22.5560599332,114.0406287775,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/195561792/medium.jpeg
Acridotheres tristis,0,4,0,22.5071512583,114.1115580301,香港古洞,research,iNaturalist,https://static.inaturalist.org/photos/354943417/medium.jpg
Psittacula eupatria,0,4,0,22.5073300461,114.1117289736,香港古洞,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61055458/medium.jpeg
Glareola maldivarum,0,4,0,22.5065456176,114.1111264725,香港古洞,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/269005729/medium.jpeg
Prinia inornata,0,4,0,22.5068461532,114.1127584759,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Prinia flaviventris,0,4,0,22.5084184569,114.1139573039,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/293220944/medium.jpg
Tringa glareola,0,4,0,22.5089434874,114.1152282455,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Gallinago gallinago,0,4,0,22.5089695031,114.1151805351,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Centropus sinensis,0,4,0,22.5081844379,114.1126856701,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/50398236/medium.jpg
Amaurornis phoenicurus,0,4,0,22.5084570349,114.1132886952,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Ardeola bacchus,0,4,0,22.5104646315,114.1134835017,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Recurvirostra avosetta,0,4,0,22.509986467,114.1130969884,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Himantopus himantopus,0,4,0,22.5108753416,114.1148482914,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Rostratula benghalensis,0,4,0,22.5099471982,114.1158439848,香港上水,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/7698682/medium.jpg
Ficedula albicilla,0,4,0,22.5043111675,114.1212546609,香港上水,research,iNaturalist,https://static.inaturalist.org/photos/94963338/medium.jpeg
Hierococcyx sparverioides,0,4,0,22.5057353666,114.1180452704,香港上水,research,iNaturalist,https://static.inaturalist.org/photos/7458693/medium.jpg
Calidris canutus,2026,4,0,22.502941128,113.9699212988,CN,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/198196733/medium.jpeg
Spilornis cheela,2026,4,0,22.5931419727,113.8621604789,"Tiezaishan Gongyuan Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/483635244/medium.jpeg
Caprimulgus jotaka,2026,4,0,22.5931419727,113.8621604789,"Tiezaishan Gongyuan Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/229667846/medium.jpeg
Muscicapa ferruginea,2026,4,0,22.5931419727,113.8621604789,"Tiezaishan Gongyuan Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/578265018/medium.jpg
Eudynamys scolopaceus,2026,4,0,22.5335495829,113.9380195455,"Nanhai Avenue No.3688 Shenzhen University Students' Dormitory Area, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/360494940/medium.jpeg
Tringa glareola,2026,4,7,22.508145,114.1134138333,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Lonchura punctulata,2026,4,7,22.50862,114.1133805,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Himantopus himantopus,2026,4,7,22.50857,114.11285,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Prinia inornata,2026,4,7,22.505755,114.1108778333,"Kwu Tung, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Prinia flaviventris,2026,4,7,22.5065,114.1124861667,"Kwu Tung, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/293220944/medium.jpg
Ardeola bacchus,2026,4,7,22.50825,114.11445,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Prinia inornata,2026,4,7,22.5082216667,114.1146861667,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Ardea intermedia,2026,4,7,22.505755,114.1108888333,"Kwu Tung, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Pterorhinus lanceolatus,2026,4,19,22.5848482541,114.2037788986,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/173466416/medium.jpg
Brachypteryx leucophris,2026,4,19,22.5822751447,114.2107040381,"Shenzhen East Trail, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/378473867/medium.jpg
Brachypteryx leucophris,2026,4,19,22.5889795132,114.2030671506,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/378473867/medium.jpg
Himantopus himantopus,2026,4,7,22.50855,114.1131445,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Himantopus himantopus,2024,4,6,22.4675333333,114.0058277833,"Wetland Park Rd, Tin Shui Wai, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Anas acuta,2026,4,0,22.5242966386,113.9967542958,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/43984369/medium.jpg
Mareca penelope,2026,4,0,22.5237932816,113.9984232137,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/111649507/medium.jpeg
Chroicocephalus ridibundus,0,4,0,22.5237438392,113.990233587,中國廣東省深圳市南山區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/198109587/medium.jpg
Mareca penelope,0,4,0,22.5237697279,113.9902389517,中國廣東省深圳市南山區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/111649507/medium.jpeg
Pycnonotus jocosus,0,4,0,22.5237102652,113.9899640252,中國廣東省深圳市南山區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Lonchura punctulata,0,4,0,22.5237102652,113.9899640252,中國廣東省深圳市南山區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
